姓名 高数 Java 数据结构 平均成绩 总成绩
张三73 51 53 8 37 112
张三8 15 25 15 18 55
张三74 65 15 63 47 143
张三46 19 83 96 66 198
张三61 5 86 68 53 159
张三99 88 20 41 49 149
张三86 70 41 32 47 143
张三88 46 77 85 69 208
张三58 19 78 52 49 149
张三25 24 16 62 34 102
张三37 49 69 70 62 188
张三71 4 96 87 62 187
张三74 34 39 97 56 170
张三96 2 82 5 29 89
张三40 0 95 48 47 143
张三66 81 43 57 60 181
张三11 37 85 59 60 181
张三77 20 12 49 27 81
张三10 83 55 95 77 233
张三12 74 93 55 74 222
张三20 23 18 68 36 109
张三67 90 58 62 70 210
张三9 98 81 19 66 198
张三0 73 58 55 62 186
张三50 6 68 36 36 110
张三81 15 37 99 50 151
张三12 44 47 10 33 101
张三64 31 43 46 40 120
张三50 30 48 56 44 134
张三85 68 48 11 42 127
张三44 93 35 50 59 178
张三72 71 43 60 58 174
张三43 30 55 50 45 135
张三34 37 62 16 38 115
张三22 53 90 11 51 154
张三32 78 41 91 70 210
张三56 97 84 17 66 198
张三72 82 36 74 64 192
张三73 44 7 68 39 119
张三78 35 42 49 42 126
张三35 88 98 24 70 210
张三18 55 87 25 55 167
张三63 55 90 79 74 224
张三92 41 5 91 45 137
张三2 39 3 1 14 43
张三24 37 93 38 56 168
张三93 28 61 98 62 187
张三96 73 23 99 65 195
张三2 29 81 71 60 181
张三25 28 59 17 34 104
张三11 14 28 56 32 98
张三76 29 90 30 49 149
张三91 45 30 93 56 168
张三47 64 1 22 29 87
张三90 56 6 57 39 119
张三86 13 16 10 13 39
张三19 93 56 39 62 188
张三15 82 6 39 42 127
张三22 47 3 61 37 111
张三77 11 37 9 19 57
张三49 18 83 75 58 176
张三22 7 2 72 27 81
张三80 13 48 72 44 133
张三10 95 65 52 70 212
张三68 60 4 90 51 154
张三92 3 5 89 32 97
张三91 74 99 16 63 189
张三90 26 40 11 25 77
张三41 30 52 16 32 98
张三1 30 78 75 61 183
张三81 24 73 27 41 124
张三83 88 14 39 47 141
张三56 17 19 4 13 40
张三5 69 67 52 62 188
张三32 96 76 11 61 183
张三65 11 43 81 45 135
张三6 9 88 88 61 185
张三15 58 49 2 36 109
张三5 42 46 35 41 123
张三40 35 11 27 24 73
张三69 56 18 3 25 77
张三80 93 54 54 67 201
张三85 97 89 80 88 266
张三96 57 58 43 52 158
张三21 42 34 0 25 76
张三21 39 1 76 38 116
张三79 63 43 29 45 135
张三35 20 43 40 34 103
张三47 97 78 3 59 178
张三70 4 12 38 18 54
张三46 70 24 13 35 107
张三30 89 9 32 43 130
张三88 16 65 69 50 150
张三64 28 34 65 42 127
张三84 66 4 90 53 160
张三64 61 89 16 55 166
张三83 30 95 92 72 217
张三38 37 39 74 50 150
张三29 74 69 88 77 231
张三97 72 5 56 44 133
张三48 71 69 5 48 145
张三72 2 39 97 46 138
张三30 82 13 82 59 177
张三11 29 9 81 39 119
张三49 92 69 29 63 190
张三52 67 71 85 74 223
张三37 6 5 28 13 39
张三78 42 29 83 51 154
张三16 86 37 23 48 146
张三67 93 2 5 33 100
张三47 78 0 33 37 111
张三19 88 44 47 59 179
张三45 57 15 74 48 146
张三23 52 98 5 51 155
张三78 7 20 86 37 113
张三79 61 64 54 59 179
张三45 88 91 89 89 268
张三7 53 24 91 56 168
张三1 73 74 22 56 169
张三89 67 52 38 52 157
张三74 62 99 37 66 198
张三50 10 98 55 54 163
张三92 88 54 50 64 192
张三50 98 34 11 47 143
张三15 84 30 79 64 193
张三53 41 78 22 47 141
张三44 83 71 6 53 160
张三2 52 63 36 50 151
张三45 51 96 56 67 203
张三4 17 5 50 24 72
张三7 82 63 79 74 224
张三14 35 71 69 58 175
张三43 22 2 67 30 91
张三60 31 79 45 51 155
张三79 81 40 59 60 180
张三62 3 65 56 41 124
张三94 45 77 99 73 221
张三26 31 94 29 51 154
张三23 23 10 58 30 91
张三26 95 17 94 68 206
张三23 73 4 46 41 123
张三91 55 92 28 58 175
张三51 86 39 49 58 174
张三73 97 6 44 49 147
张三35 42 18 88 49 148
张三62 45 95 9 49 149
张三15 49 86 83 72 218
张三62 1 38 16 18 55
张三85 40 1 58 33 99
张三59 59 49 33 47 141
张三74 84 73 27 61 184
张三34 96 29 0 41 125
张三40 34 37 55 42 126
张三8 56 35 65 52 156
张三67 26 43 69 46 138
张三24 54 69 68 63 191
张三87 92 77 65 78 234
张三91 91 8 0 33 99
张三66 62 40 54 52 156
张三60 44 31 26 33 101
张三31 57 54 16 42 127
张三96 68 96 36 66 200
张三28 3 72 81 52 156
张三78 42 85 42 56 169
张三27 23 8 38 23 69
张三23 16 24 71 37 111
张三25 75 14 39 42 128
张三30 77 40 4 40 121
张三12 58 73 71 67 202
张三92 16 6 51 24 73
张三90 90 83 94 89 267
张三9 64 96 79 79 239
张三75 33 57 66 52 156
张三9 50 52 30 44 132
张三18 37 50 17 34 104
张三59 74 26 88 62 188
张三15 95 96 35 75 226
张三27 12 53 89 51 154
张三99 58 30 73 53 161
张三11 94 66 80 80 240
张三43 43 99 0 47 142
张三68 23 73 69 55 165
张三3 35 9 39 27 83
张三96 22 34 32 29 88
张三77 57 59 86 67 202
张三47 24 22 56 34 102
张三86 68 48 86 67 202
张三91 54 57 39 50 150
张三70 22 68 14 34 104
张三46 65 41 82 62 188
张三68 68 17 94 59 179
张三42 7 35 36 26 78
张三40 8 88 42 46 138
张三96 72 58 87 72 217
张三18 26 20 31 25 77
张三9 26 99 6 43 131
张三31 47 29 98 58 174
张三9 17 65 82 54 164
张三9 13 39 56 36 108
张三2 36 17 22 25 75
张三74 62 86 67 71 215
张三15 54 59 83 65 196
张三87 53 70 98 73 221
张三33 76 87 74 79 237
张三80 92 77 69 79 238
张三56 71 7 44 40 122
张三13 17 86 51 51 154
张三54 76 84 31 63 191
张三31 76 45 90 70 211
张三74 96 81 59 78 236
张三9 97 81 50 76 228
张三24 16 94 88 66 198
张三9 28 61 9 32 98
张三62 28 6 68 34 102
张三84 7 45 57 36 109
张三47 27 94 47 56 168
张三16 72 82 65 73 219
张三19 22 84 26 44 132
张三61 52 30 32 38 114
张三48 80 26 82 62 188
张三37 66 26 33 41 125
张三45 88 32 78 66 198
张三86 33 30 18 27 81
张三21 10 13 44 22 67
张三91 86 93 40 73 219
张三58 58 92 98 82 248
张三35 16 61 3 26 80
张三9 31 79 41 50 151
张三23 7 95 77 59 179
张三51 60 59 35 51 154
张三8 35 61 98 64 194
张三58 87 98 62 82 247
张三95 34 46 64 48 144
张三60 57 80 19 52 156
张三18 66 75 96 79 237
张三8 92 47 84 74 223
张三3 33 57 10 33 100
张三77 99 69 79 82 247
张三63 29 72 44 48 145
张三51 6 3 6 5 15
张三1 14 86 13 37 113
张三81 41 93 18 50 152
张三2 61 45 96 67 202
张三28 2 30 79 37 111
张三52 11 96 74 60 181
张三6 68 77 99 81 244
张三4 22 37 83 47 142
张三0 67 14 64 48 145
张三83 20 73 39 44 132
张三24 86 77 91 84 254
张三11 69 58 54 60 181
张三44 95 86 75 85 256
张三72 28 39 52 39 119
张三77 25 78 23 42 126
张三67 58 23 46 42 127
张三37 14 2 62 26 78
张三25 97 40 49 62 186
张三11 11 48 3 20 62
张三61 21 82 16 39 119
张三57 6 98 69 57 173
张三5 50 24 50 41 124
张三71 36 28 36 33 100
张三41 73 71 9 51 153
张三72 57 10 36 34 103
张三37 4 82 4 30 90
张三88 9 78 18 35 105
张三39 85 57 82 74 224
张三51 3 69 83 51 155
张三70 5 1 19 8 25
张三31 7 45 23 25 75
张三65 94 0 67 53 161
张三62 11 55 27 31 93
张三14 15 62 50 42 127
张三54 95 7 58 53 160
张三12 74 13 89 58 176
张三84 42 39 85 55 166
张三28 94 56 85 78 235
张三2 53 28 33 38 114
张三39 49 36 25 36 110
张三13 65 65 10 46 140
张三1 40 49 67 52 156
张三15 78 85 78 80 241
张三54 67 8 19 31 94
张三89 45 36 16 32 97
张三65 22 56 25 34 103
张三93 80 17 79 58 176
张三76 8 62 25 31 95
张三99 78 33 35 48 146
张三5 69 75 45 63 189
张三59 63 35 71 56 169
张三7 66 0 30 32 96
张三16 10 39 58 35 107
张三9 57 22 44 41 123
张三74 98 62 44 68 204
张三68 51 5 84 46 140
张三8 93 99 11 67 203
张三9 45 25 86 52 156
张三64 74 35 1 36 110
张三58 73 32 18 41 123
张三86 36 77 17 43 130
张三64 14 29 98 47 141
张三87 56 28 35 39 119
张三76 50 32 70 50 152
张三17 83 59 94 78 236
张三30 58 46 32 45 136
张三20 3 42 56 33 101
张三51 89 54 96 79 239
张三79 86 46 34 55 166
张三76 66 26 28 40 120
张三86 7 18 41 22 66
张三54 93 84 95 90 272
张三86 17 95 18 43 130
张三89 70 77 16 54 163
张三90 86 19 27 44 132
张三12 47 62 5 38 114
张三43 61 54 20 45 135
张三18 75 88 27 63 190
张三7 96 27 31 51 154
张三93 20 29 34 27 83
张三83 55 36 39 43 130
张三14 56 17 39 37 112
张三80 1 10 14 8 25
张三10 58 63 44 55 165
张三26 8 94 21 41 123
张三4 48 82 29 53 159
张三57 64 14 68 48 146
张三85 86 39 75 66 200
张三27 64 35 12 37 111
张三65 82 5 70 52 157
张三48 91 17 54 54 162
张三35 95 72 29 65 196
张三38 50 33 0 27 83
张三27 30 70 22 40 122
张三26 94 5 53 50 152
张三20 53 96 84 77 233
张三64 62 79 86 75 227
张三81 95 32 74 67 201
张三32 16 21 79 38 116
张三8 90 21 77 62 188
张三35 43 35 48 42 126
张三18 2 32 85 39 119
张三35 68 22 94 61 184
张三7 7 21 6 11 34
张三62 89 22 31 47 142
张三61 45 76 64 61 185
张三98 27 19 93 46 139
张三10 65 7 12 28 84
张三26 55 7 25 29 87
张三40 22 10 58 30 90
张三94 54 27 92 57 173
张三12 94 27 79 66 200
张三33 93 38 83 71 214
张三57 35 62 78 58 175
张三25 63 86 78 75 227
张三36 82 53 1 45 136
张三12 74 65 14 51 153
张三93 79 84 27 63 190
张三99 18 3 67 29 88
张三32 87 97 84 89 268
张三80 56 10 21 29 87
张三4 89 50 77 72 216
张三4 77 63 23 54 163
张三83 23 6 8 12 37
张三43 35 31 14 26 80
张三59 82 68 38 62 188
张三43 62 54 91 69 207
张三88 76 93 17 62 186
张三70 32 29 65 42 126
张三70 51 40 78 56 169
张三66 85 72 80 79 237
张三51 90 47 80 72 217
张三0 76 52 44 57 172
张三60 62 34 38 44 134
张三60 87 30 65 60 182
张三42 82 78 77 79 237
张三28 16 34 95 48 145
张三28 0 12 99 37 111
张三39 42 53 43 46 138
张三73 33 37 53 41 123
张三11 23 44 86 51 153
张三47 12 59 39 36 110
张三90 75 77 3 51 155
张三41 99 76 95 90 270
张三63 37 62 6 35 105
张三59 4 82 42 42 128
张三22 38 29 51 39 118
张三79 5 81 85 57 171
张三77 91 64 40 65 195
张三10 41 98 4 47 143
张三68 5 17 52 24 74
张三87 56 46 72 58 174
张三14 80 36 78 64 194
张三75 87 92 88 89 267
张三90 24 94 22 46 140
张三68 34 19 17 23 70
张三38 16 1 14 10 31
张三21 60 80 68 69 208
张三41 88 42 38 56 168
张三33 9 90 57 52 156
张三18 22 69 74 55 165
张三70 25 18 30 24 73
张三24 63 23 4 30 90
张三22 32 48 50 43 130
张三57 10 99 33 47 142
张三93 93 34 67 64 194
张三10 31 48 28 35 107
张三95 54 81 33 56 168
张三12 4 94 66 54 164
张三98 69 3 20 30 92
张三60 0 16 58 24 74
张三32 18 54 59 43 131
张三26 43 99 78 73 220
张三66 3 36 14 17 53
张三93 20 78 26 41 124
张三4 72 15 48 45 135
张三53 27 29 81 45 137
张三67 88 21 48 52 157
张三70 67 58 57 60 182
张三58 70 88 22 60 180
张三3 48 11 43 34 102
张三25 60 78 78 72 216
张三19 36 5 85 42 126
张三69 86 94 51 77 231
张三65 64 50 77 63 191
张三69 46 61 44 50 151
张三68 2 7 25 11 34
张三7 8 53 80 47 141
张三69 51 6 21 26 78
张三31 18 72 3 31 93
张三38 89 27 59 58 175
张三73 58 23 69 50 150
张三10 6 3 40 16 49
张三27 91 35 2 42 128
张三31 3 9 82 31 94
张三44 89 18 18 41 125
张三17 25 39 22 28 86
张三89 27 67 49 47 143
张三71 80 97 58 78 235
张三93 0 49 0 16 49
张三87 31 36 6 24 73
张三75 82 17 35 44 134
张三58 96 34 32 54 162
张三18 39 64 76 59 179
张三58 77 90 98 88 265
张三33 65 1 50 38 116
张三65 89 71 52 70 212
张三41 16 5 30 17 51
张三52 97 56 14 55 167
张三50 33 1 49 27 83
张三46 43 45 60 49 148
张三21 5 51 77 44 133
张三55 43 36 15 31 94
张三40 99 69 9 59 177
张三93 87 86 79 84 252
张三35 64 96 87 82 247
张三66 56 8 74 46 138
张三26 83 86 46 71 215
张三96 58 79 70 69 207
张三71 31 4 90 41 125
张三85 29 45 30 34 104
张三64 66 27 11 34 104
张三63 72 59 94 75 225
张三93 50 99 1 50 150
张三68 5 86 71 54 162
张三57 94 88 51 77 233
张三36 62 64 34 53 160
张三16 63 35 11 36 109
张三22 62 95 10 55 167
张三5 83 10 57 50 150
张三64 29 15 30 24 74
张三51 40 96 8 48 144
张三69 43 66 85 64 194
张三57 72 72 63 69 207
张三79 53 59 72 61 184
张三64 73 81 68 74 222
张三46 67 21 60 49 148
张三91 80 80 37 65 197
张三27 20 37 98 51 155
张三5 1 22 66 29 89
张三77 77 57 40 58 174
张三97 11 18 30 19 59
张三99 10 15 61 28 86
张三44 13 74 60 49 147
张三79 81 80 91 84 252
张三91 59 2 11 24 72
张三19 97 41 97 78 235
张三84 67 50 0 39 117
张三42 29 89 78 65 196
张三31 67 99 56 74 222
张三34 14 63 60 45 137
张三83 94 27 8 43 129
张三42 75 51 2 42 128
张三58 80 39 29 49 148
张三57 31 76 60 55 167
张三42 25 92 76 64 193
张三29 84 19 59 54 162
张三47 55 97 19 57 171
张三15 97 29 67 64 193
张三14 87 58 44 63 189
张三44 16 50 93 53 159
张三83 66 74 66 68 206
张三50 85 55 21 53 161
张三74 35 28 93 52 156
张三16 59 61 80 66 200
张三41 65 36 33 44 134
张三21 18 72 1 30 91
张三8 50 24 16 30 90
张三86 43 79 98 73 220
张三92 38 61 88 62 187
张三63 91 0 6 32 97
张三65 67 61 5 44 133
张三12 94 44 30 56 168
张三18 14 42 16 24 72
张三52 64 47 0 37 111
张三29 80 93 19 64 192
张三99 76 92 51 73 219
张三50 74 95 42 70 211
张三11 67 19 53 46 139
张三54 66 97 66 76 229
张三9 70 95 58 74 223
张三15 13 29 95 45 137
张三38 69 93 59 73 221
张三17 93 33 58 61 184
张三2 44 90 69 67 203
张三6 94 12 69 58 175
张三71 54 11 50 38 115
张三33 43 44 99 62 186
张三50 54 48 74 58 176
张三55 66 8 35 36 109
张三65 68 47 80 65 195
张三92 24 27 26 25 77
张三87 43 44 60 49 147
张三48 67 9 44 40 120
张三23 73 87 7 55 167
张三59 90 47 95 77 232
张三29 65 70 74 69 209
张三19 90 26 85 67 201
张三26 68 82 51 67 201
张三87 55 20 15 30 90
张三30 13 36 67 38 116
张三98 43 93 37 57 173
张三20 19 22 44 28 85
张三5 18 40 30 29 88
张三11 68 24 83 58 175
张三45 60 20 62 47 142
张三3 53 72 55 60 180
张三6 69 78 47 64 194
张三22 49 30 21 33 100
张三20 16 55 8 26 79
张三73 67 35 12 38 114
张三23 24 22 12 19 58
张三78 92 50 37 59 179
张三57 84 7 46 45 137
张三67 0 78 96 58 174
张三1 26 87 34 49 147
张三30 25 65 32 40 122
张三60 5 67 16 29 88
张三70 12 83 33 42 128
张三44 81 67 51 66 199
张三6 72 68 73 71 213
张三12 94 94 9 65 197
张三9 35 62 55 50 152
张三81 64 64 57 61 185
张三85 55 79 97 77 231
张三6 62 3 59 41 124
张三18 29 93 67 63 189
张三90 51 48 55 51 154
张三54 21 16 57 31 94
张三78 72 11 69 50 152
张三91 5 27 71 34 103
张三45 29 0 80 36 109
张三85 71 49 40 53 160
张三78 8 89 43 46 140
张三4 60 9 6 25 75
张三23 27 90 48 55 165
张三94 17 5 34 18 56
张三31 92 73 63 76 228
张三25 76 76 43 65 195
张三33 26 29 77 44 132
张三34 29 62 69 53 160
张三39 91 76 64 77 231
张三91 28 69 91 62 188
张三10 96 56 21 57 173
张三54 25 97 98 73 220
张三79 94 64 51 69 209
张三77 60 9 63 44 132
张三15 99 14 93 68 206
张三0 40 12 62 38 114
张三34 68 35 25 42 128
张三30 70 6 53 43 129
张三20 32 44 95 57 171
张三88 40 20 91 50 151
张三19 81 50 42 57 173
张三95 62 25 68 51 155
张三91 29 71 27 42 127
张三2 24 15 83 40 122
张三51 15 82 79 58 176
张三2 4 76 80 53 160
张三44 6 19 21 15 46
张三78 55 93 29 59 177
张三5 36 9 45 30 90
张三59 56 71 22 49 149
张三23 65 4 39 36 108
张三13 92 58 12 54 162
张三11 60 25 87 57 172
张三85 9 4 12 8 25
张三33 33 66 1 33 100
张三52 51 86 48 61 185
张三50 72 98 47 72 217
张三65 84 97 20 67 201
张三95 75 74 81 76 230
张三2 54 67 9 43 130
张三78 44 39 11 31 94
张三42 45 65 56 55 166
张三71 29 71 30 43 130
张三32 20 5 80 35 105
张三53 3 32 13 16 48
张三24 78 51 16 48 145
张三93 22 92 61 58 175
张三90 43 1 1 15 45
张三97 2 59 27 29 88
张三39 80 81 29 63 190
张三70 7 23 70 33 100
张三8 4 92 48 48 144
张三48 38 97 15 50 150
张三92 13 87 80 60 180
张三7 72 33 19 41 124
张三32 77 72 91 80 240
张三58 73 7 65 48 145
张三84 63 50 25 46 138
张三86 88 43 44 58 175
张三31 66 65 93 74 224
张三78 4 89 82 58 175
张三22 78 8 79 55 165
张三69 14 76 38 42 128
张三33 36 90 94 73 220
张三84 33 39 72 48 144
张三95 2 94 7 34 103
张三63 45 39 53 45 137
张三40 79 69 22 56 170
张三97 90 66 76 77 232
张三43 79 26 78 61 183
张三5 18 79 77 58 174
张三75 69 32 0 33 101
张三41 54 14 0 22 68
张三88 77 36 26 46 139
张三5 63 84 29 58 176
张三3 50 62 78 63 190
张三94 22 39 94 51 155
张三63 60 51 72 61 183
张三17 10 58 31 33 99
张三82 23 38 58 39 119
张三78 87 97 25 69 209
张三96 84 3 59 48 146
张三66 34 23 98 51 155
张三94 58 20 45 41 123
张三42 55 83 98 78 236
张三98 53 5 41 33 99
张三93 74 14 7 31 95
张三2 2 29 89 40 120
张三86 73 81 80 78 234
张三6 87 48 84 73 219
张三70 69 96 79 81 244
张三89 24 71 63 52 158
张三76 98 68 62 76 228
张三24 53 62 29 48 144
张三30 81 69 40 63 190
张三18 44 53 19 38 116
张三93 75 30 24 43 129
张三26 10 4 63 25 77
张三58 36 99 4 46 139
张三84 4 49 86 46 139
张三90 57 23 49 43 129
张三55 17 8 50 25 75
张三1 41 35 22 32 98
张三80 26 53 45 41 124
张三68 35 56 29 40 120
张三79 51 58 68 59 177
张三50 30 56 63 49 149
张三49 7 80 48 45 135
张三64 8 18 18 14 44
张三49 90 31 14 45 135
张三27 81 3 59 47 143
张三66 1 62 14 25 77
张三64 62 18 93 57 173
张三13 12 54 14 26 80
张三47 60 31 76 55 167
张三94 39 86 65 63 190
张三16 93 78 44 71 215
张三32 50 36 89 58 175
张三90 44 62 56 54 162
张三68 44 26 41 37 111
张三79 35 40 82 52 157
张三47 67 16 38 40 121
张三43 64 49 85 66 198
张三67 69 20 58 49 147
张三70 39 16 74 43 129
张三55 88 81 74 81 243
张三59 23 39 25 29 87
张三98 40 42 41 41 123
张三43 44 61 93 66 198
张三34 48 2 78 42 128
张三75 48 55 77 60 180
张三78 23 19 1 14 43
张三65 9 91 1 33 101
张三71 3 40 5 16 48
张三52 6 67 14 29 87
张三26 88 35 91 71 214
张三31 40 11 42 31 93
张三49 52 75 2 43 129
张三84 54 92 31 59 177
张三47 4 91 98 64 193
张三73 69 0 68 45 137
张三35 26 95 88 69 209
张三12 59 75 72 68 206
张三37 29 47 18 31 94
张三3 28 3 79 36 110
张三14 84 11 43 46 138
张三16 47 4 82 44 133
张三71 31 19 73 41 123
张三55 84 80 93 85 257
张三38 74 44 52 56 170
张三17 26 4 25 18 55
张三16 3 60 4 22 67
张三62 66 60 28 51 154
张三26 14 19 69 34 102
张三40 32 66 25 41 123
张三25 11 93 3 35 107
张三30 44 50 21 38 115
张三58 20 44 28 30 92
张三9 56 51 87 64 194
张三58 32 37 30 33 99
张三46 9 60 50 39 119
张三34 67 95 74 78 236
张三87 91 37 29 52 157
张三83 31 69 63 54 163
张三81 4 68 1 24 73
张三33 94 75 52 73 221
张三52 57 33 94 61 184
张三3 22 96 32 50 150
张三36 57 11 33 33 101
张三23 34 95 99 76 228
张三23 52 40 84 58 176
张三65 73 51 96 73 220
张三75 59 15 88 54 162
张三75 5 21 2 9 28
张三14 74 80 60 71 214
张三95 94 3 89 62 186
张三0 47 47 4 32 98
张三32 8 39 68 38 115
张三43 76 67 73 72 216
张三9 62 95 17 58 174
张三17 39 10 68 39 117
张三86 96 92 45 77 233
张三69 88 51 60 66 199
张三63 42 89 31 54 162
张三47 60 54 72 62 186
张三95 47 35 61 47 143
张三86 73 4 67 48 144
张三67 32 45 34 37 111
张三22 31 41 13 28 85
张三21 11 59 19 29 89
张三35 47 76 39 54 162
张三38 11 99 79 63 189
张三25 50 13 90 51 153
张三6 58 32 2 30 92
张三84 41 90 42 57 173
张三29 16 88 96 66 200
张三19 24 24 53 33 101
张三62 0 15 39 18 54
张三24 17 20 44 27 81
张三81 5 59 5 23 69
张三23 8 74 42 41 124
张三9 14 92 80 62 186
张三27 32 93 30 51 155
张三66 69 37 67 57 173
张三71 82 96 81 86 259
张三20 40 68 29 45 137
张三27 59 79 82 73 220
张三45 16 71 16 34 103
张三17 43 58 61 54 162
张三16 85 93 90 89 268
张三59 43 14 85 47 142
张三9 8 37 27 24 72
张三30 37 16 80 44 133
张三67 87 50 71 69 208
张三21 32 94 3 43 129
张三58 77 31 68 58 176
张三28 94 74 67 78 235
张三46 4 59 98 53 161
张三96 29 16 80 41 125
张三39 82 0 90 57 172
张三8 15 5 71 30 91
张三86 48 59 88 65 195
张三96 21 90 9 40 120
张三35 50 78 98 75 226
张三10 58 71 30 53 159
张三90 52 2 36 30 90
张三68 41 82 29 50 152
张三12 62 58 58 59 178
张三80 76 7 96 59 179
张三49 81 19 51 50 151
张三17 89 47 86 74 222
张三10 23 60 90 57 173
张三65 53 8 59 40 120
张三5 71 6 18 31 95
张三93 96 86 28 70 210
张三5 64 47 93 68 204
张三8 91 73 11 58 175
张三24 20 73 4 32 97
张三0 52 90 61 67 203
张三99 46 29 58 44 133
张三78 0 54 17 23 71
张三24 99 22 84 68 205
张三64 65 7 31 34 103
张三91 87 16 13 38 116
张三92 35 68 22 41 125
张三0 23 89 22 44 134
张三23 88 3 85 58 176
张三78 86 62 56 68 204
张三81 35 8 63 35 106
张三5 34 1 65 33 100
张三75 84 47 41 57 172
张三30 83 56 19 52 158
张三43 10 13 29 17 52
张三40 48 8 92 49 148
张三53 56 76 43 58 175
张三99 4 5 18 9 27
张三41 36 49 10 31 95
张三88 18 35 76 43 129
张三58 2 96 32 43 130
张三99 51 60 41 50 152
张三86 88 39 6 44 133
张三61 51 98 11 53 160
张三8 55 64 86 68 205
张三22 67 42 15 41 124
张三69 88 9 19 38 116
张三92 51 42 35 42 128
张三57 37 1 94 44 132
张三30 54 3 13 23 70
张三80 87 77 4 56 168
张三37 11 50 26 29 87
张三31 97 85 88 90 270
张三73 70 90 43 67 203
张三64 63 68 11 47 142
张三27 29 63 2 31 94
张三21 72 78 7 52 157
张三90 64 48 71 61 183
张三76 61 65 75 67 201
张三25 79 85 80 81 244
张三3 15 34 29 26 78
张三32 1 19 33 17 53
张三70 33 81 7 40 121
张三37 2 87 49 46 138
张三18 67 37 28 44 132
张三72 27 83 77 62 187
张三84 29 83 26 46 138
张三22 52 97 96 81 245
张三70 84 24 2 36 110
张三38 14 97 90 67 201
张三65 96 22 93 70 211
张三64 64 2 51 39 117
张三86 3 36 21 20 60
张三22 56 74 66 65 196
张三80 14 18 93 41 125
张三40 74 15 82 57 171
张三2 77 53 51 60 181
张三27 38 58 50 48 146
张三76 44 57 7 36 108
张三42 63 74 5 47 142
张三99 40 60 97 65 197
张三82 54 47 23 41 124
张三26 18 41 43 34 102
张三9 57 92 57 68 206
张三72 42 96 21 53 159
张三91 7 99 68 58 174
张三15 39 45 54 46 138
张三6 39 44 70 51 153
张三57 14 28 84 42 126
张三62 51 98 76 75 225
张三21 18 28 5 17 51
张三9 33 14 12 19 59
张三67 4 20 49 24 73
张三60 16 97 29 47 142
张三38 25 58 46 43 129
张三42 87 58 35 60 180
张三10 46 19 25 30 90
张三41 76 22 25 41 123
张三80 84 85 17 62 186
张三20 30 46 84 53 160
张三11 94 30 64 62 188
张三15 1 55 84 46 140
张三40 64 28 65 52 157
张三44 38 13 13 21 64
张三2 89 24 97 70 210
张三85 49 73 89 70 211
张三29 31 14 2 15 47
张三0 65 89 63 72 217
张三30 98 27 27 50 152
张三19 45 73 11 43 129
张三61 90 23 55 56 168
张三10 80 36 54 56 170
张三34 84 32 58 58 174
张三95 98 44 76 72 218
张三32 84 97 74 85 255
张三90 75 70 24 56 169
张三29 39 8 84 43 131
张三80 7 39 1 15 47
张三28 94 42 30 55 166
张三57 86 85 93 88 264
张三65 57 27 14 32 98
张三81 3 76 86 55 165
张三42 80 5 62 49 147
张三42 64 59 77 66 200
张三98 74 79 52 68 205
张三32 80 52 69 67 201
张三15 36 39 21 32 96
张三59 81 74 13 56 168
张三26 33 20 18 23 71
张三55 64 86 34 61 184
张三77 84 37 62 61 183
张三71 75 2 50 42 127
张三45 28 95 24 49 147
张三48 70 65 90 75 225
张三31 74 70 34 59 178
张三15 28 22 40 30 90
张三67 72 3 88 54 163
张三56 96 31 95 74 222
张三17 37 76 14 42 127
张三32 92 88 95 91 275
张三53 41 30 5 25 76
张三70 3 57 59 39 119
张三32 28 65 42 45 135
张三42 39 33 56 42 128
张三21 38 28 54 40 120
张三98 42 82 82 68 206
张三29 31 74 1 35 106
张三30 64 34 15 37 113
张三57 46 65 67 59 178
张三74 53 23 80 52 156
张三63 57 30 97 61 184
张三85 11 96 49 52 156
张三4 87 12 28 42 127
张三38 21 40 41 34 102
张三23 97 68 82 82 247
张三38 53 5 18 25 76
张三57 75 7 35 39 117
张三49 0 97 74 57 171
张三13 73 64 75 70 212
张三61 91 5 70 55 166
张三31 82 61 98 80 241
张三75 94 61 78 77 233
张三19 36 9 36 27 81
张三60 11 42 2 18 55
张三44 84 30 93 69 207
张三11 9 98 16 41 123
张三11 74 10 31 38 115
张三27 59 20 36 38 115
张三59 34 32 51 39 117
张三74 58 15 4 25 77
张三52 57 26 45 42 128
张三1 75 37 54 55 166
张三57 5 39 15 19 59
张三34 38 94 97 76 229
张三31 99 28 95 74 222
张三67 41 33 39 37 113
张三56 66 4 16 28 86
张三10 61 69 9 46 139
张三97 52 7 90 49 149
张三76 95 12 82 63 189
张三67 25 66 27 39 118
张三12 64 3 10 25 77
张三34 17 90 86 64 193
张三7 49 76 92 72 217
张三97 3 90 35 42 128
张三42 52 97 65 71 214
张三18 93 15 85 64 193
张三37 83 38 72 64 193
张三82 85 84 88 85 257
张三41 43 8 57 36 108
张三29 33 8 45 28 86
张三61 38 43 97 59 178
张三80 88 57 61 68 206
张三6 39 4 43 28 86
张三42 49 21 21 30 91
张三23 85 70 62 72 217
张三79 14 48 98 53 160
张三33 89 7 92 62 188
张三64 19 75 9 34 103
张三92 96 42 33 57 171
张三73 21 89 74 61 184
张三44 92 92 66 83 250
张三62 38 61 46 48 145
张三44 83 13 56 50 152
张三56 74 60 29 54 163
张三44 81 73 76 76 230
张三32 78 43 91 70 212
张三2 53 71 80 68 204
